backbone_id,replicate_seed,usalign_rmsd_base,usalign_rmsd_marslike,full_length_kabsch_rmsd_base,full_length_kabsch_rmsd_marslike,tm_score_base,tm_score_marslike,gdt_ts_base,gdt_ts_marslike,mean_plddt_base,mean_plddt_marslike,ptm_base,ptm_marslike,surface_STNQDE_ratio_base,surface_STNQDE_ratio_marslike,surface_STNQDE_abs_distance_base,surface_STNQDE_abs_distance_marslike,surface_MC_ratio_base,surface_MC_ratio_marslike,surface_MC_abs_distance_base,surface_MC_abs_distance_marslike,sequence_recovery_pct_base,sequence_recovery_pct_marslike,novelty_excl_parent_pct_base,novelty_excl_parent_pct_marslike,aggregate_six_label_score_base,aggregate_six_label_score_marslike,six_label_distance_to_reference_base,six_label_distance_to_reference_marslike,delta_usalign_rmsd,improvement_usalign_rmsd,delta_full_length_kabsch_rmsd,improvement_full_length_kabsch_rmsd,delta_tm_score,improvement_tm_score,delta_gdt_ts,improvement_gdt_ts,delta_mean_plddt,improvement_mean_plddt,delta_ptm,improvement_ptm,delta_surface_STNQDE_ratio,improvement_surface_STNQDE_ratio,delta_surface_STNQDE_abs_distance,improvement_surface_STNQDE_abs_distance,delta_surface_MC_ratio,improvement_surface_MC_ratio,delta_surface_MC_abs_distance,improvement_surface_MC_abs_distance,delta_sequence_recovery_pct,improvement_sequence_recovery_pct,delta_novelty_excl_parent_pct,improvement_novelty_excl_parent_pct,delta_aggregate_six_label_score,improvement_aggregate_six_label_score,delta_six_label_distance_to_reference,improvement_six_label_distance_to_reference
0049,43,2.26,4.4,2.385095536160904,7.065357370635052,0.89342,0.64891,80.91397849462366,49.86559139784946,83.60152840614319,70.96132040023804,0.8194002509117126,0.60821533203125,0.0934579439252336,0.1259259259259259,0.1083769184600874,0.0759089364593952,0.0,0.0222222222222222,0.0275229357798165,0.0053007135575942,36.02150537634409,37.634408602150536,78.33333333333333,80.0,0.5367584228515625,0.6398213704427084,1.1543640082502855,1.161824874353278,2.1400000000000006,-2.1400000000000006,4.680261834474148,-4.680261834474148,-0.24451,-0.24451,-31.048387096774206,-31.048387096774206,-12.640208005905151,-12.640208005905151,-0.21118491888046265,-0.21118491888046265,0.032467982000692314,,-0.0324679820006922,0.0324679820006922,0.0222222222222222,,-0.022222222222222303,0.022222222222222303,1.6129032258064484,,1.6666666666666714,1.6666666666666714,0.10306294759114587,0.10306294759114587,0.007460866102992458,-0.007460866102992458
0049,44,2.13,3.74,2.4582222671600107,5.4815392638712686,0.87702,0.68982,75.13440860215053,52.284946236559136,83.49611759185791,78.27355861663818,0.8092557191848755,0.7183822989463806,0.0884955752212389,0.1711711711711711,0.1133392871640821,0.0306636912141499,0.0,0.009009009009009,0.0275229357798165,0.0185139267708075,32.795698924731184,37.096774193548384,75.29411764705883,76.05633802816902,0.6260248819986979,0.7349446614583334,1.2755521808703925,0.8598487588499827,1.6100000000000003,-1.6100000000000003,3.023316996711258,-3.023316996711258,-0.18720000000000003,-0.18720000000000003,-22.849462365591393,-22.849462365591393,-5.222558975219727,-5.222558975219727,-0.09087342023849487,-0.09087342023849487,0.08267559594993219,,-0.0826755959499322,0.0826755959499322,0.009009009009009,,-0.009009009009009,0.009009009009009,4.3010752688172005,,0.7622203811101969,0.7622203811101969,0.10891977945963549,0.10891977945963549,-0.4157034220204098,0.4157034220204098
0060,42,1.01,1.3,3.442095571328676,1.3023511109338477,0.9617,0.97353,94.27966101694916,95.23305084745763,94.88419890403748,95.767343044281,0.9687941074371338,0.9821428060531616,0.288135593220339,0.3963963963963964,0.0024213075060532,0.1106821106821107,0.0,0.009009009009009,0.019047619047619,0.01003861003861,41.94915254237288,43.64406779661017,81.69934640522877,84.25196850393701,0.6586201985677084,0.6615397135416666,0.2942326798872833,0.35142527955377245,0.29000000000000004,-0.29000000000000004,-2.1397444603948284,2.1397444603948284,0.011830000000000007,0.011830000000000007,0.9533898305084705,0.9533898305084705,0.8831441402435303,0.8831441402435303,0.013348698616027832,0.013348698616027832,0.10826080317605741,,0.1082608031760575,-0.1082608031760575,0.009009009009009,,-0.009009009009009,0.009009009009009,1.6949152542372943,,2.552622098708241,2.552622098708241,0.0029195149739582593,0.0029195149739582593,0.05719259966648915,-0.05719259966648915
0060,43,1.35,1.35,1.3461293591785033,1.3511931930575878,0.9743,0.97451,95.44491525423727,95.44491525423727,95.8385407924652,95.72633504867554,0.9797270894050598,0.976740300655365,0.2413793103448276,0.2521739130434782,0.0443349753694581,0.0335403726708074,0.0,0.008695652173913,0.019047619047619,0.010351966873706,43.64406779661017,45.33898305084746,79.73856209150327,81.04575163398692,0.6949055989583334,0.6091893513997396,0.3249445315541649,0.07369274475374364,0.0,-0.0,0.0050638338790844895,-0.0050638338790844895,0.00020999999999993246,0.00020999999999993246,0.0,0.0,-0.11220574378965864,-0.11220574378965864,-0.0029867887496948242,-0.0029867887496948242,0.010794602698650596,,-0.0107946026986507,0.0107946026986507,0.008695652173913,,-0.008695652173913,0.008695652173913,1.6949152542372872,,1.3071895424836555,1.3071895424836555,-0.08571624755859375,-0.08571624755859375,-0.25125178680042126,0.25125178680042126
0060,44,1.22,1.08,1.2223826481383206,1.5654965257380695,0.97891,0.9705,97.2457627118644,94.8093220338983,96.38140201568604,95.6146478652954,0.979411244392395,0.9804741740226746,0.3508771929824561,0.3364485981308411,0.0651629072681704,0.0507343124165554,0.0,0.0093457943925233,0.019047619047619,0.0097018246550956,40.67796610169492,47.45762711864407,82.82208588957056,83.33333333333334,0.69677734375,0.6365140279134115,0.3906703329603404,0.345596196335744,-0.1399999999999999,0.1399999999999999,0.3431138775997489,-0.3431138775997489,-0.008409999999999918,-0.008409999999999918,-2.436440677966104,-2.436440677966104,-0.7667541503906392,-0.7667541503906392,0.001062929630279541,0.001062929630279541,-0.014428594851615018,,-0.014428594851614997,0.014428594851614997,0.0093457943925233,,-0.0093457943925234,0.0093457943925234,6.779661016949149,,0.5112474437627839,0.5112474437627839,-0.060263315836588505,-0.060263315836588505,-0.04507413662459642,0.04507413662459642
0062,42,1.08,1.11,2.135491985485429,4.957043320577288,0.93367,0.90344,94.40298507462688,91.4179104477612,76.85912847518921,73.49752187728882,0.6623063683509827,0.6256101131439209,0.3333333333333333,0.3333333333333333,0.0303030303030303,0.0303030303030303,0.0476190476190476,0.0238095238095238,0.0021645021645021,0.0216450216450216,47.76119402985074,46.26865671641791,65.67164179104478,68.65671641791045,0.50787353515625,0.5995076497395834,1.656606695389441,1.4155573517696791,0.030000000000000027,-0.030000000000000027,2.821551335091859,-2.821551335091859,-0.03022999999999998,-0.03022999999999998,-2.985074626865682,-2.985074626865682,-3.3616065979003906,-3.3616065979003906,-0.03669625520706177,-0.03669625520706177,0.0,,0.0,-0.0,-0.0238095238095238,,0.0194805194805195,-0.0194805194805195,-1.492537313432834,,2.985074626865668,2.985074626865668,0.09163411458333337,0.09163411458333337,-0.24104934361976182,0.24104934361976182
0062,43,1.09,0.79,2.951104623420417,4.1196712274487854,0.92156,0.91745,92.91044776119404,92.53731343283584,74.77529644966125,73.30763936042786,0.6553764343261719,0.6207892298698425,0.375,0.3488372093023256,0.0113636363636363,0.014799154334038,0.025,0.0232558139534883,0.0204545454545454,0.022198731501057,44.776119402985074,49.25373134328358,73.13432835820896,70.1492537313433,0.4854634602864583,0.6230061848958334,1.6861624560561224,1.3600188750143183,-0.30000000000000004,0.30000000000000004,1.1685666040283684,-1.1685666040283684,-0.004110000000000058,-0.004110000000000058,-0.3731343283581907,-0.3731343283581907,-1.4676570892333984,-1.4676570892333984,-0.034587204456329346,-0.034587204456329346,-0.02616279069767441,,0.0034355179704017007,-0.0034355179704017007,-0.0017441860465117025,,0.0017441860465116019,-0.0017441860465116019,4.477611940298509,,-2.985074626865668,-2.985074626865668,0.13754272460937506,0.13754272460937506,-0.3261435810418041,0.3261435810418041
0062,44,0.95,1.15,0.9474242063490866,1.145887480965575,0.9505,0.95575,96.64179104477611,96.26865671641792,76.96082592010498,74.70757365226746,0.680441677570343,0.6455824971199036,0.275,0.3255813953488372,0.0886363636363636,0.0380549682875264,0.0,0.0232558139534883,0.0454545454545454,0.022198731501057,47.76119402985074,46.26865671641791,67.16417910447761,68.65671641791045,0.5317586263020834,0.6418660481770834,1.6727501782249872,1.3798472581455308,0.19999999999999996,-0.19999999999999996,0.19846327461648838,-0.19846327461648838,0.005249999999999977,0.005249999999999977,-0.3731343283581907,-0.3731343283581907,-2.2532522678375244,-2.2532522678375244,-0.03485918045043945,-0.03485918045043945,0.050581395348837155,,-0.050581395348837196,0.050581395348837196,0.0232558139534883,,-0.0232558139534884,0.0232558139534884,-1.492537313432834,,1.492537313432834,1.492537313432834,0.110107421875,0.110107421875,-0.2929029200794564,0.2929029200794564
0076,42,3.48,3.52,10.111545355751716,14.131737238537266,0.40335,0.30312,35.416666666666664,25.892857142857142,58.93109440803528,45.85461914539337,0.4066875576972961,0.177016943693161,0.2037037037037037,0.0714285714285714,0.1843559977888336,0.3166311300639659,0.0,0.0178571428571428,0.0149253731343283,0.0029317697228144,15.476190476190476,14.285714285714285,80.95238095238095,54.76190476190476,0.5217437744140625,0.8539225260416666,1.710458237114865,0.590923244400443,0.040000000000000036,-0.040000000000000036,4.02019188278555,-4.02019188278555,-0.10022999999999999,-0.10022999999999999,-9.523809523809522,-9.523809523809522,-13.076475262641907,-13.076475262641907,-0.22967061400413508,-0.22967061400413508,-0.1322751322751323,,0.13227513227513232,-0.13227513227513232,0.0178571428571428,,-0.011993603411513901,0.011993603411513901,-1.1904761904761916,,-26.19047619047619,-26.19047619047619,0.33217875162760413,0.33217875162760413,-1.119534992714422,1.119534992714422
0076,43,4.4,3.57,13.264663580063774,11.306922737075904,0.29039,0.36992,17.261904761904763,30.654761904761905,49.0845263004303,47.72642254829407,0.2125658690929412,0.2219679653644561,0.3529411764705882,0.1052631578947368,0.035118525021949,0.2827965435978005,0.0,0.0175438596491228,0.0149253731343283,0.0026184865147944,13.095238095238097,11.904761904761903,82.14285714285714,48.07692307692307,0.5298131306966146,0.8763834635416666,1.6878833054647802,0.5305166942309948,-0.8300000000000005,0.8300000000000005,-1.957740842987869,1.957740842987869,0.07953000000000005,0.07953000000000005,13.392857142857142,13.392857142857142,-1.3581037521362305,-1.3581037521362305,0.009402096271514893,0.009402096271514893,-0.24767801857585142,,0.24767801857585148,-0.24767801857585148,0.0175438596491228,,-0.012306886619533901,0.012306886619533901,-1.1904761904761934,,-34.065934065934066,-34.065934065934066,0.346570332845052,0.346570332845052,-1.1573666112337855,1.1573666112337855
0076,44,3.31,2.31,12.941272785203582,12.41201647867572,0.36658,0.37852,32.738095238095234,33.92857142857143,51.58043503761292,51.761066913604736,0.2743081152439117,0.2345701605081558,0.2745098039215686,0.1509433962264151,0.1135498975709686,0.2371163052661222,0.0,0.0188679245283018,0.0149253731343283,0.0039425513939735,14.285714285714285,16.666666666666664,79.76190476190476,66.66666666666667,0.54150390625,0.7744954427083334,1.7084301712060532,1.2008347763219658,-1.0,1.0,-0.529256306527861,0.529256306527861,0.011940000000000006,0.011940000000000006,1.190476190476197,1.190476190476197,0.18063187599181418,0.18063187599181418,-0.03973795473575589,-0.03973795473575589,-0.12356640769515351,,0.1235664076951536,-0.1235664076951536,0.0188679245283018,,-0.0109828217403548,0.0109828217403548,2.3809523809523796,,-13.095238095238088,-13.095238095238088,0.23299153645833337,0.23299153645833337,-0.5075953948840874,0.5075953948840874
0095,42,0.98,0.66,0.9760503014602712,0.6571911912520755,0.97916,0.98876,95.28846153846152,97.40384615384616,95.48216462135316,96.44330739974976,0.9825223684310912,0.9880441427230836,0.3181818181818182,0.3333333333333333,0.1262626262626262,0.1111111111111111,0.0,0.0095238095238095,0.0462962962962962,0.0367724867724867,48.46153846153846,50.76923076923077,81.81818181818181,82.0754716981132,0.6466458638509115,0.6175867716471354,0.9478708791810657,0.7438749819478252,-0.31999999999999995,0.31999999999999995,-0.3188591102081957,0.3188591102081957,0.009599999999999942,0.009599999999999942,2.1153846153846416,2.1153846153846416,0.9611427783965922,0.9611427783965922,0.0055217742919924095,0.0055217742919924095,0.015151515151515138,,-0.015151515151515083,0.015151515151515083,0.0095238095238095,,-0.009523809523809497,0.009523809523809497,2.3076923076923066,,0.25728987993139185,0.25728987993139185,-0.029059092203776116,-0.029059092203776116,-0.20399589723324052,0.20399589723324052
0095,43,0.58,0.89,0.582881898976513,0.886159259093124,0.99099,0.98192,97.59615384615384,95.96153846153844,96.89501523971558,95.53574323654176,0.9900469183921814,0.9837871193885804,0.3773584905660377,0.3495145631067961,0.0670859538784066,0.0949298813376482,0.0094339622641509,0.0097087378640776,0.0368623340321453,0.0365875584322186,50.0,50.0,82.75862068965517,81.17647058823529,0.6527926127115885,0.6032613118489584,0.9497932944370969,0.7765700860871441,0.31000000000000005,-0.31000000000000005,0.303277360116611,-0.303277360116611,-0.009070000000000022,-0.009070000000000022,-1.634615384615401,-1.634615384615401,-1.359272003173814,-1.359272003173814,-0.006259799003600963,-0.006259799003600963,-0.027843927459241635,,0.027843927459241594,-0.027843927459241594,0.0002747755999267,,-0.00027477559992669653,0.00027477559992669653,0.0,,-1.5821501014198844,-1.5821501014198844,-0.049531300862630134,-0.049531300862630134,-0.17322320834995286,0.17322320834995286
0095,44,0.68,0.92,0.6788273880979492,0.9165962268757984,0.98826,0.98079,97.40384615384616,95.76923076923076,96.14588618278503,95.5284059047699,0.9852765798568726,0.9864212274551392,0.4018691588785046,0.4150943396226415,0.0425752855659397,0.0293501048218028,0.0093457943925233,0.0094339622641509,0.0369505019037729,0.0368623340321453,49.23076923076923,49.23076923076923,79.66101694915254,81.35593220338983,0.5535240173339844,0.530938466389974,1.0138864660159408,1.0369689050931477,0.24,-0.24,0.23776883877784927,-0.23776883877784927,-0.007469999999999977,-0.007469999999999977,-1.634615384615401,-1.634615384615401,-0.6174802780151367,-0.6174802780151367,0.0011446475982666016,0.0011446475982666016,0.013225180744136866,,-0.013225180744136901,0.013225180744136901,8.816787162760006e-05,,-8.816787162760353e-05,8.816787162760353e-05,0.0,,1.6949152542372872,1.6949152542372872,-0.02258555094401038,-0.02258555094401038,0.023082439077206862,-0.023082439077206862
0115,42,0.75,1.11,0.749640225544545,1.1080514975192102,0.98605,0.97734,97.0532319391635,96.38783269961976,96.42104506492616,96.04880213737488,0.9870990514755248,0.9835782647132874,0.4230769230769231,0.4528301886792453,0.0584045584045583,0.0286512928022361,0.0,0.0094339622641509,0.0277777777777777,0.0183438155136268,52.851711026615966,51.33079847908745,85.88235294117646,84.61538461538461,0.5288721720377604,0.6547444661458334,1.5176222167995608,1.1862559829496722,0.3600000000000001,-0.3600000000000001,0.35841127197466516,-0.35841127197466516,-0.008709999999999996,-0.008709999999999996,-0.6653992395437314,-0.6653992395437314,-0.37224292755128374,-0.37224292755128374,-0.003520786762237438,-0.003520786762237438,0.02975326560232222,,-0.0297532656023222,0.0297532656023222,0.0094339622641509,,-0.0094339622641509,0.0094339622641509,-1.5209125475285177,,-1.2669683257918507,-1.2669683257918507,0.125872294108073,0.125872294108073,-0.3313662338498886,0.3313662338498886
0115,43,0.9,1.03,0.9028613288077164,1.0276453811238653,0.9821,0.97718,96.95817490494296,95.81749049429658,95.63382863998412,95.12536525726318,0.979665756225586,0.9796116948127748,0.4444444444444444,0.51,0.037037037037037,0.0285185185185185,0.0,0.01,0.0277777777777777,0.0177777777777777,52.47148288973384,53.2319391634981,84.61538461538461,78.84615384615384,0.5384995142618815,0.5580180486043295,1.5020973024096307,1.4599800024008298,0.13,-0.13,0.12478405231614886,-0.12478405231614886,-0.0049199999999999244,-0.0049199999999999244,-1.1406844106463865,-1.1406844106463865,-0.508463382720933,-0.508463382720933,-5.40614128112793e-05,-5.40614128112793e-05,0.06555555555555559,,-0.008518518518518502,0.008518518518518502,0.01,,-0.009999999999999998,0.009999999999999998,0.7604562737642553,,-5.769230769230774,-5.769230769230774,0.01951853434244799,0.01951853434244799,-0.04211730000880087,0.04211730000880087
0115,44,0.9,1.16,5.736042201078118,1.1617519024833438,0.95652,0.97429,95.05703422053232,95.532319391635,96.49698734283449,96.21462821960448,0.9756731986999512,0.9870615005493164,0.3425925925925926,0.4215686274509804,0.1388888888888888,0.059912854030501,0.0,0.0098039215686274,0.0277777777777777,0.0179738562091503,48.28897338403042,50.57034220532319,85.18518518518519,80.76923076923077,0.5393953323364258,0.5768442153930664,1.5008099116348026,1.4471320483170285,0.2599999999999999,-0.2599999999999999,-4.574290298594774,4.574290298594774,0.017769999999999953,0.017769999999999953,0.47528517110268353,0.47528517110268353,-0.2823591232300089,-0.2823591232300089,0.011388301849365234,0.011388301849365234,0.07897603485838778,,-0.0789760348583878,0.0789760348583878,0.0098039215686274,,-0.009803921568627399,0.009803921568627399,2.281368821292773,,-4.415954415954417,-4.415954415954417,0.037448883056640625,0.037448883056640625,-0.05367786331777413,0.05367786331777413
