method,prediction_id,backbone_id,replicate_seed,sequence_id,max_train_identity_pct,novelty_pct,parent_train_matches_excluded,max_train_identity_excl_parent_pct,novelty_excl_parent_pct
base,0462_s42,0462,42,MERGED50_1277b3ff4ceed3c2,39.12133891213389,60.87866108786611,1,17.24137931034483,82.75862068965517
base,0471_s42,0471,42,MERGED50_12ccbd3063f28e6e,22.55639097744361,77.44360902255639,1,15.873015873015872,84.12698412698413
base,0475_s42,0475,42,MERGED50_130b06c514919680,34.54545454545455,65.45454545454545,1,19.35483870967742,80.64516129032258
base,0497_s42,0497,42,MERGED50_13b84272d67b1514,36.63663663663664,63.36336336336336,1,28.333333333333332,71.66666666666667
base,0512_s42,0512,42,MERGED50_146a1a8686468cbd,16.417910447761194,83.58208955223881,0,16.417910447761194,83.58208955223881
base,0513_s42,0513,42,MERGED50_146dbb258cf98925,17.59259259259259,82.4074074074074,0,17.59259259259259,82.4074074074074
base,0556_s42,0556,42,MERGED50_163960ea0e6f5fd4,34.89583333333333,65.10416666666667,1,18.333333333333332,81.66666666666667
base,0563_s42,0563,42,MERGED50_16acf8ec266adf74,38.333333333333336,61.666666666666664,0,38.333333333333336,61.666666666666664
base,0615_s42,0615,42,MERGED50_186f822792ae4164,47.368421052631575,52.631578947368425,1,14.606741573033707,85.3932584269663
base,0626_s42,0626,42,MERGED50_19093fc8cb9f527c,48.734177215189874,51.265822784810126,1,15.862068965517242,84.13793103448276
base,0641_s42,0641,42,MERGED50_199f655336a8f40d,28.846153846153843,71.15384615384616,1,28.846153846153843,71.15384615384616
base,0646_s42,0646,42,MERGED50_1a1eb6369e668511,63.46153846153846,36.53846153846154,1,63.46153846153846,36.53846153846154
base,0668_s42,0668,42,MERGED50_1b519848d11082a5,31.83183183183183,68.16816816816817,1,14.925373134328357,85.07462686567165
base,0690_s42,0690,42,MERGED50_1c373c0a5f5334e2,53.2258064516129,46.7741935483871,1,16.93548387096774,83.06451612903226
base,0701_s42,0701,42,MERGED50_1c6babe5a1033670,44.70046082949309,55.29953917050691,1,15.714285714285714,84.28571428571429
base,0711_s42,0711,42,MERGED50_1ccf2c572b7a552c,45.0,55.0,1,17.5,82.5
base,0713_s42,0713,42,MERGED50_1ceb7b19942ee372,26.08695652173913,73.91304347826087,1,18.84057971014493,81.15942028985506
base,0744_s42,0744,42,MERGED50_1e1cc94b7718a364,52.94117647058824,47.05882352941176,1,52.94117647058824,47.05882352941176
base,0747_s42,0747,42,MERGED50_1e39512d32d11c93,28.061224489795915,71.93877551020408,1,28.061224489795915,71.93877551020408
base,0757_s42,0757,42,MERGED50_1ee0a5d09df22a27,31.132075471698112,68.86792452830188,1,16.9811320754717,83.01886792452831
base,0763_s42,0763,42,MERGED50_1f0e942a3982a536,47.04684317718941,52.95315682281059,1,15.789473684210526,84.21052631578948
base,0773_s42,0773,42,MERGED50_1f6495285cbf2ae2,36.84210526315789,63.15789473684211,1,18.51851851851852,81.48148148148148
base,0799_s42,0799,42,MERGED50_20915c05f22a00ca,16.666666666666664,83.33333333333334,0,16.666666666666664,83.33333333333334
base,0816_s42,0816,42,MERGED50_217e7b4ef0c9b70c,14.705882352941178,85.29411764705883,0,14.705882352941178,85.29411764705883
base,0824_s42,0824,42,MERGED50_21cbb0870929a3b5,66.17647058823529,33.82352941176471,1,66.17647058823529,33.82352941176471
base,0865_s42,0865,42,MERGED50_236b102271d9167c,40.22222222222222,59.77777777777778,1,17.80821917808219,82.1917808219178
base,0918_s42,0918,42,MERGED50_260a9381f6fc6868,37.3134328358209,62.6865671641791,1,28.35820895522388,71.64179104477611
base,0970_s42,0970,42,MERGED50_2887e20f7b8f5aa6,59.57446808510638,40.42553191489362,1,59.57446808510638,40.42553191489362
base,1031_s42,1031,42,MERGED50_2af9b232e035b4f4,26.77165354330709,73.22834645669292,1,22.04724409448819,77.95275590551181
base,1041_s42,1041,42,MERGED50_2b50a9bdb76401c5,18.229166666666664,81.77083333333334,0,18.229166666666664,81.77083333333334
base,1061_s42,1061,42,MERGED50_2c2485a3327f3dc7,46.06481481481482,53.93518518518518,1,16.666666666666664,83.33333333333334
base,1072_s42,1072,42,MERGED50_2c83ae3bb7c7fe06,49.159663865546214,50.840336134453786,1,14.516129032258066,85.48387096774194
base,1136_s42,1136,42,MERGED50_2fdd28baebcfbc93,19.35483870967742,80.64516129032258,0,19.35483870967742,80.64516129032258
base,1198_s42,1198,42,MERGED50_3246b16cd858d1e3,40.38461538461539,59.61538461538461,1,40.38461538461539,59.61538461538461
base,1209_s42,1209,42,MERGED50_32e80b756ac067ad,54.41176470588235,45.58823529411765,0,54.41176470588235,45.58823529411765
base,1216_s42,1216,42,MERGED50_336ed4a801c2f3c4,48.888888888888886,51.111111111111114,1,16.417910447761194,83.58208955223881
base,1240_s42,1240,42,MERGED50_34af8465ef7ba627,49.676025917926566,50.323974082073434,1,20.689655172413794,79.3103448275862
base,1241_s42,1241,42,MERGED50_34b30d3575948777,40.66985645933015,59.33014354066985,1,17.441860465116278,82.55813953488372
base,1267_s42,1267,42,MERGED50_3641c96940766477,16.483516483516482,83.51648351648352,0,16.483516483516482,83.51648351648352
base,1269_s42,1269,42,MERGED50_36518b02b313049d,42.77777777777778,57.22222222222222,1,16.867469879518072,83.13253012048193
base,1275_s42,1275,42,MERGED50_3697ac4ef8777013,40.0,60.0,1,40.0,60.0
base,1298_s42,1298,42,MERGED50_37e6a513a05f9bf8,31.6622691292876,68.33773087071239,1,15.447154471544716,84.55284552845528
base,1316_s42,1316,42,MERGED50_38b2a50c2837bfca,22.255192878338278,77.74480712166172,1,17.82178217821782,82.17821782178218
base,1329_s42,1329,42,MERGED50_394a8dd322307204,20.37037037037037,79.62962962962963,1,20.37037037037037,79.62962962962963
base,1337_s42,1337,42,MERGED50_3989b04dd8556623,55.172413793103445,44.827586206896555,1,15.254237288135593,84.7457627118644
base,1342_s42,1342,42,MERGED50_39ccc509a418ffae,31.690140845070424,68.30985915492957,0,31.690140845070424,68.30985915492957
base,1345_s42,1345,42,MERGED50_39fc272bcb93b15d,38.732394366197184,61.267605633802816,1,27.956989247311824,72.04301075268818
base,1349_s42,1349,42,MERGED50_3a165aef5a116bf5,50.0,50.0,1,13.698630136986301,86.3013698630137
base,1368_s42,1368,42,MERGED50_3b1c07dc8fea4603,45.497630331753555,54.502369668246445,1,16.0,84.0
base,1379_s42,1379,42,MERGED50_3bdd93e92a96ad19,26.47058823529412,73.52941176470588,1,19.58041958041958,80.41958041958043
base,1380_s42,1380,42,MERGED50_3be81df7305d49c4,19.133574007220215,80.86642599277978,0,19.133574007220215,80.86642599277978
base,1384_s42,1384,42,MERGED50_3c13576bcbf85ca2,41.343669250645995,58.656330749354005,1,16.901408450704224,83.09859154929578
base,1389_s42,1389,42,MERGED50_3c5a68f62a928053,40.37735849056604,59.62264150943396,1,16.19047619047619,83.80952380952381
base,1421_s42,1421,42,MERGED50_3decad90426070a4,48.333333333333336,51.666666666666664,1,18.30985915492958,81.69014084507042
base,1427_s42,1427,42,MERGED50_3e33f1800dbd9c34,36.72199170124482,63.27800829875518,1,32.69230769230769,67.3076923076923
base,1428_s42,1428,42,MERGED50_3e3b31d471ffc94a,47.593582887700535,52.406417112299465,1,20.0,80.0
base,1429_s42,1429,42,MERGED50_3e3d11b925b45fbe,33.82045929018789,66.1795407098121,1,15.833333333333332,84.16666666666667
base,1432_s42,1432,42,MERGED50_3e5aa9a1b7b8d653,40.106951871657756,59.893048128342244,1,14.102564102564102,85.8974358974359
base,1433_s42,1433,42,MERGED50_3e63fbb981856684,15.74074074074074,84.25925925925927,0,15.74074074074074,84.25925925925927
base,1457_s42,1457,42,MERGED50_3f62a4babbe83c19,22.699386503067483,77.30061349693251,0,22.699386503067483,77.30061349693251
base,1471_s42,1471,42,MERGED50_402d407b6093674a,17.56756756756757,82.43243243243244,0,17.56756756756757,82.43243243243244
base,1474_s42,1474,42,MERGED50_405a4d8c0deae552,44.21768707482993,55.78231292517007,1,15.909090909090908,84.0909090909091
base,1494_s42,1494,42,MERGED50_411f2a32c65abd49,29.230769230769234,70.76923076923077,1,18.461538461538463,81.53846153846153
base,1510_s42,1510,42,MERGED50_41d81da132848701,35.41666666666667,64.58333333333333,1,19.791666666666664,80.20833333333334
base,1515_s42,1515,42,MERGED50_42260d841f1377eb,51.24999999999999,48.75000000000001,1,19.565217391304348,80.43478260869566
base,1517_s42,1517,42,MERGED50_42484ba59f188106,48.466257668711656,51.533742331288344,1,44.230769230769226,55.769230769230774
base,1521_s42,1521,42,MERGED50_4285669b0493888e,19.35483870967742,80.64516129032258,0,19.35483870967742,80.64516129032258
base,1545_s42,1545,42,MERGED50_4362509a76da146e,51.52284263959391,48.47715736040609,1,22.36842105263158,77.63157894736842
base,1569_s42,1569,42,MERGED50_452470f6eea49e9e,53.93258426966292,46.06741573033708,1,16.129032258064516,83.87096774193549
base,1587_s42,1587,42,MERGED50_461d7f839caac77e,46.733668341708544,53.266331658291456,1,19.402985074626866,80.59701492537313
base,1589_s42,1589,42,MERGED50_46372a0fbd4d49b2,47.29064039408867,52.70935960591133,1,19.35483870967742,80.64516129032258
base,1598_s42,1598,42,MERGED50_47145fb95598e500,46.10244988864143,53.89755011135857,1,15.492957746478872,84.50704225352112
base,1599_s42,1599,42,MERGED50_471c6ea226937f87,66.2962962962963,33.703703703703695,1,22.727272727272727,77.27272727272728
base,1609_s42,1609,42,MERGED50_47b02c4685094ba9,34.08071748878923,65.91928251121077,1,17.1875,82.8125
base,1623_s42,1623,42,MERGED50_48462d9ed104d7ee,17.857142857142858,82.14285714285714,0,17.857142857142858,82.14285714285714
base,1628_s42,1628,42,MERGED50_4889e6e6faf64af1,16.0,84.0,0,16.0,84.0
base,1634_s42,1634,42,MERGED50_48b4acbaba3bf0ce,42.391304347826086,57.608695652173914,1,19.11764705882353,80.88235294117646
base,1643_s42,1643,42,MERGED50_48f4fb1a585f756b,24.390243902439025,75.60975609756098,1,17.073170731707318,82.92682926829268
base,1644_s42,1644,42,MERGED50_4900eb77492b3539,19.81132075471698,80.18867924528303,1,19.81132075471698,80.18867924528303
base,1646_s42,1646,42,MERGED50_491f277c7354ac88,14.473684210526317,85.52631578947368,0,14.473684210526317,85.52631578947368
base,1663_s42,1663,42,MERGED50_49f4df1d2f820e94,39.285714285714285,60.714285714285715,1,37.64705882352941,62.35294117647059
base,1689_s42,1689,42,MERGED50_4ac1d527b0c84960,47.40484429065744,52.59515570934256,1,17.24137931034483,82.75862068965517
base,1692_s42,1692,42,MERGED50_4ad594a12d0332d1,52.060737527114966,47.939262472885034,1,51.470588235294116,48.529411764705884
base,1717_s42,1717,42,MERGED50_4be104e418d33631,42.98245614035088,57.01754385964912,1,23.076923076923077,76.92307692307692
base,1722_s42,1722,42,MERGED50_4c11e53ac7d8df90,33.33333333333333,66.66666666666667,1,33.33333333333333,66.66666666666667
base,1735_s42,1735,42,MERGED50_4cb1fcc9e80a697f,42.65734265734265,57.34265734265735,1,22.033898305084744,77.96610169491525
base,1741_s42,1741,42,MERGED50_4cfc7389cb1e066b,54.69613259668509,45.30386740331491,1,23.52941176470588,76.47058823529412
base,1742_s42,1742,42,MERGED50_4d0e44d4065dc9cd,45.23809523809524,54.76190476190476,1,15.384615384615385,84.61538461538461
base,1748_s42,1748,42,MERGED50_4d4efeff38ed788c,30.278884462151396,69.7211155378486,1,19.607843137254903,80.3921568627451
base,1752_s42,1752,42,MERGED50_4daec5a39d5600f2,17.647058823529413,82.35294117647058,0,17.647058823529413,82.35294117647058
base,1792_s42,1792,42,MERGED50_4ff928ed0b2c5ed9,40.75,59.25,1,18.421052631578945,81.57894736842105
base,1799_s42,1799,42,MERGED50_503944df164841e9,36.11111111111111,63.88888888888889,1,15.384615384615385,84.61538461538461
base,1813_s42,1813,42,MERGED50_50f3d8e28a277412,41.32762312633833,58.67237687366167,1,16.666666666666664,83.33333333333334
base,1830_s42,1830,42,MERGED50_51aecf5a82dbce78,13.274336283185843,86.72566371681415,0,13.274336283185843,86.72566371681415
base,1844_s42,1844,42,MERGED50_526ae4cee2125bfb,45.230769230769226,54.769230769230774,1,18.421052631578945,81.57894736842105
base,1882_s42,1882,42,MERGED50_545e6e68331f2156,26.356589147286826,73.64341085271317,1,21.176470588235293,78.82352941176471
base,1905_s42,1905,42,MERGED50_553f8a66af2a3e91,46.33204633204633,53.66795366795367,1,26.666666666666668,73.33333333333333
base,1908_s42,1908,42,MERGED50_554d40bab7143e00,34.04255319148936,65.95744680851064,1,17.80821917808219,82.1917808219178
base,1909_s42,1909,42,MERGED50_554ee24ba2da53aa,27.761194029850746,72.23880597014926,1,16.822429906542055,83.17757009345794
base,1911_s42,1911,42,MERGED50_55a02953e1a869bc,28.272251308900525,71.72774869109948,1,28.272251308900525,71.72774869109948
base,1942_s42,1942,42,MERGED50_575c6ee0003d1c16,41.979522184300336,58.020477815699664,1,20.28985507246377,79.71014492753623
base,1949_s42,1949,42,MERGED50_57b0e310432a22eb,47.82608695652174,52.17391304347826,1,16.923076923076923,83.07692307692308
base,1951_s42,1951,42,MERGED50_57be905f2a47364b,43.529411764705884,56.470588235294116,1,43.529411764705884,56.470588235294116
base,1957_s42,1957,42,MERGED50_57f3a98bf6445bd5,35.215053763440864,64.78494623655914,1,22.058823529411764,77.94117647058823
base,1968_s42,1968,42,MERGED50_586bb952a8fc0b3d,28.225806451612907,71.77419354838709,1,25.94142259414226,74.05857740585773
base,1994_s42,1994,42,MERGED50_5a1bbcc14a461599,38.547486033519554,61.452513966480446,1,15.277777777777779,84.72222222222223
base,2004_s42,2004,42,MERGED50_5a83ec96df4a0c1d,39.73684210526316,60.26315789473684,1,16.129032258064516,83.87096774193549
base,2008_s42,2008,42,MERGED50_5ab7a71def90885f,16.666666666666664,83.33333333333334,0,16.666666666666664,83.33333333333334
base,2012_s42,2012,42,MERGED50_5b071d4cc559965a,20.481927710843372,79.51807228915663,1,20.481927710843372,79.51807228915663
base,2019_s42,2019,42,MERGED50_5b718b4cfb08bb58,36.26062322946176,63.73937677053824,1,13.793103448275861,86.20689655172414
base,2054_s42,2054,42,MERGED50_5d19e38d4d70b54a,15.702479338842975,84.29752066115702,0,15.702479338842975,84.29752066115702
base,2056_s42,2056,42,MERGED50_5d3b236e3dd6d06c,25.23961661341853,74.76038338658147,1,15.942028985507244,84.05797101449275
base,2075_s42,2075,42,MERGED50_5e0244dd6c87c85d,30.215827338129497,69.7841726618705,1,18.225419664268586,81.77458033573141
base,2086_s42,2086,42,MERGED50_5e95fa19a872e3b4,38.65030674846626,61.34969325153374,1,38.65030674846626,61.34969325153374
base,2087_s42,2087,42,MERGED50_5e9e6eb6decf88dc,30.337078651685395,69.6629213483146,1,16.853932584269664,83.14606741573033
base,2112_s42,2112,42,MERGED50_600eac600405229a,17.647058823529413,82.35294117647058,0,17.647058823529413,82.35294117647058
base,2123_s42,2123,42,MERGED50_609a3e30cddedce6,22.093023255813954,77.90697674418604,1,22.093023255813954,77.90697674418604
base,2133_s42,2133,42,MERGED50_612acfb649609662,41.914191419141915,58.085808580858085,1,25.862068965517242,74.13793103448276
base,2146_s42,2146,42,MERGED50_6244b32ce12316f9,13.733905579399142,86.26609442060087,0,13.733905579399142,86.26609442060087
base,2153_s42,2153,42,MERGED50_62a38fd2a6fdbc2d,37.97752808988764,62.02247191011236,1,15.789473684210526,84.21052631578948
base,2162_s42,2162,42,MERGED50_63215d6ba2194894,43.69230769230769,56.30769230769231,1,29.411764705882355,70.58823529411765
base,2189_s42,2189,42,MERGED50_645a92888dc6dedb,20.588235294117645,79.41176470588235,0,20.588235294117645,79.41176470588235
base,2243_s42,2243,42,MERGED50_66ec4df0e0a2fd55,39.83050847457627,60.16949152542373,1,15.384615384615385,84.61538461538461
base,2250_s42,2250,42,MERGED50_671edda99c550c18,42.64705882352941,57.35294117647059,0,42.64705882352941,57.35294117647059
base,2261_s42,2261,42,MERGED50_67a4f58548213093,15.789473684210526,84.21052631578948,0,15.789473684210526,84.21052631578948
base,2263_s42,2263,42,MERGED50_67d5e2e10d7007fe,41.23376623376623,58.76623376623377,1,16.94915254237288,83.05084745762713
base,2273_s42,2273,42,MERGED50_683bce063171bf86,27.607361963190186,72.39263803680981,1,27.607361963190186,72.39263803680981
base,2279_s42,2279,42,MERGED50_68c65d876ac620ab,41.474654377880185,58.525345622119815,1,20.652173913043477,79.34782608695653
base,2286_s42,2286,42,MERGED50_69393026e61930ed,22.535211267605636,77.46478873239437,0,22.535211267605636,77.46478873239437
base,2295_s42,2295,42,MERGED50_69b44115b6dcd0e2,17.647058823529413,82.35294117647058,0,17.647058823529413,82.35294117647058
base,2308_s42,2308,42,MERGED50_6a2a6be04d79ee41,27.058823529411764,72.94117647058823,0,27.058823529411764,72.94117647058823
base,2323_s42,2323,42,MERGED50_6af9723776606a41,52.54629629629629,47.45370370370371,1,16.666666666666664,83.33333333333334
base,2329_s42,2329,42,MERGED50_6b224a8f99da0d29,27.659574468085108,72.34042553191489,1,24.113475177304963,75.88652482269504
base,2330_s42,2330,42,MERGED50_6b227dac34d8f18a,22.608695652173914,77.3913043478261,1,22.608695652173914,77.3913043478261
base,2332_s42,2332,42,MERGED50_6b38087a6588fd0b,46.666666666666664,53.333333333333336,0,46.666666666666664,53.333333333333336
base,2358_s42,2358,42,MERGED50_6c30c584dc58bebe,65.88235294117646,34.117647058823536,1,65.88235294117646,34.117647058823536
base,2362_s42,2362,42,MERGED50_6c4a85fe1429fd52,23.52941176470588,76.47058823529412,1,23.52941176470588,76.47058823529412
base,2378_s42,2378,42,MERGED50_6d121cb9b2ad8f83,38.87240356083086,61.12759643916914,1,15.286624203821656,84.71337579617834
base,2379_s42,2379,42,MERGED50_6d3279c7f8765afe,42.168674698795186,57.831325301204814,1,21.472392638036812,78.52760736196319
base,2400_s42,2400,42,MERGED50_6e8a7b5e0ea2e20a,52.67857142857143,47.32142857142857,1,17.24137931034483,82.75862068965517
base,2404_s42,2404,42,MERGED50_6ebf80626779618f,56.371490280777536,43.628509719222464,1,15.337423312883436,84.66257668711657
base,2405_s42,2405,42,MERGED50_6ec27256153612e8,47.18162839248434,52.81837160751566,1,17.045454545454543,82.95454545454545
base,2413_s42,2413,42,MERGED50_6f1c632d7cb5897c,21.25,78.75,0,21.25,78.75
base,2425_s42,2425,42,MERGED50_6fa1c9aaca811b7c,31.84713375796178,68.15286624203821,1,23.943661971830984,76.05633802816902
base,2440_s42,2440,42,MERGED50_7077b5705fff8a36,26.373626373626376,73.62637362637362,1,26.373626373626376,73.62637362637362
base,2450_s42,2450,42,MERGED50_7127c555a30ef29d,54.21245421245421,45.78754578754579,1,22.115384615384613,77.88461538461539
base,2488_s42,2488,42,MERGED50_73619aea8b71f9f2,40.42553191489361,59.57446808510639,1,15.957446808510639,84.04255319148936
base,2500_s42,2500,42,MERGED50_7411d1af87ef4f3d,34.48275862068966,65.51724137931035,1,34.48275862068966,65.51724137931035
base,2513_s42,2513,42,MERGED50_74a893e225ddf810,15.517241379310345,84.48275862068965,0,15.517241379310345,84.48275862068965
base,2522_s42,2522,42,MERGED50_753596b5977878ba,37.254901960784316,62.745098039215684,1,37.254901960784316,62.745098039215684
base,2528_s42,2528,42,MERGED50_7587d233b7f5a4dd,39.41908713692946,60.58091286307054,1,21.21212121212121,78.78787878787878
base,2534_s42,2534,42,MERGED50_75d083f90f752722,48.07692307692308,51.92307692307692,1,48.07692307692308,51.92307692307692
base,2546_s42,2546,42,MERGED50_7668b102cce97a67,28.8135593220339,71.1864406779661,0,28.8135593220339,71.1864406779661
base,2554_s42,2554,42,MERGED50_76abcfb94bfee017,27.572016460905353,72.42798353909464,1,27.572016460905353,72.42798353909464
base,2556_s42,2556,42,MERGED50_76d3ea294441f3bf,48.92086330935252,51.07913669064748,1,16.455696202531644,83.54430379746836
base,2563_s42,2563,42,MERGED50_77449cdf69801264,16.666666666666664,83.33333333333334,0,16.666666666666664,83.33333333333334
base,2572_s42,2572,42,MERGED50_77a0592117bec23a,47.28260869565217,52.71739130434783,1,17.142857142857142,82.85714285714286
base,2574_s42,2574,42,MERGED50_77ba8c2b63fadcf5,57.692307692307686,42.307692307692314,1,57.692307692307686,42.307692307692314
base,2599_s42,2599,42,MERGED50_78e463e2ec428af7,32.926829268292686,67.07317073170731,1,32.926829268292686,67.07317073170731
base,2601_s42,2601,42,MERGED50_78f1e00fd53a3274,31.535269709543567,68.46473029045643,1,18.181818181818183,81.81818181818181
base,2616_s42,2616,42,MERGED50_79a47969caa2ae63,28.921568627450984,71.07843137254902,1,26.76056338028169,73.2394366197183
base,2622_s42,2622,42,MERGED50_79dabdca37fc4102,32.41379310344827,67.58620689655173,1,18.84057971014493,81.15942028985506
base,2627_s42,2627,42,MERGED50_7a01bc666a0eca16,46.27450980392157,53.72549019607843,1,13.636363636363635,86.36363636363636
base,2636_s42,2636,42,MERGED50_7a80fe2dea4829f2,45.0261780104712,54.9738219895288,1,15.714285714285714,84.28571428571429
base,2652_s42,2652,42,MERGED50_7b300d5704038dbf,21.903052064631957,78.09694793536804,1,20.588235294117645,79.41176470588235
base,2661_s42,2661,42,MERGED50_7be9bc1e78d4269b,50.0,50.0,1,24.242424242424242,75.75757575757575
base,2672_s42,2672,42,MERGED50_7c5d8dd9dd48f517,27.860696517412936,72.13930348258707,1,21.875,78.125
base,2692_s42,2692,42,MERGED50_7d0b0614229175f8,31.914893617021278,68.08510638297872,1,31.914893617021278,68.08510638297872
base,2705_s42,2705,42,MERGED50_7dbdcf7782af193c,33.92857142857143,66.07142857142857,1,25.352112676056336,74.64788732394366
base,2727_s42,2727,42,MERGED50_7ed2f6a56937016a,40.74074074074074,59.25925925925926,1,17.142857142857142,82.85714285714286
