challenge_id,reference_sequence_id,id50_cluster_id,replicate_seed,positive_tasks,positive_task_count,reference_six_label_mean,proteinmpnn_six_label_mean,marslike_mpnn_six_label_mean,aggregate_delta,proteinmpnn_positive_label_mean,marslike_mpnn_positive_label_mean,positive_label_delta,proteinmpnn_distance_to_reference,marslike_mpnn_distance_to_reference,distance_delta,proteinmpnn_sequence_sha256,marslike_mpnn_sequence_sha256
FT0004,MERGED50_deb1e4a82457e5fa,MERGED_ID50_3d17267ae550a5d1a7dc,43,salt,1,0.7676595052083334,0.7443339029947916,0.7200113932291666,-0.024322509765625,0.9892578125,0.89990234375,-0.08935546875,0.10561320337749164,0.15856684564598128,0.05295364226848964,274123a8d661ce2b5f7997809c6589d81f120513c1cd3def244c63ac67204fa4,6502c0abe96a754370420bdb4e9d6e7dff51f05a796a786ced50a90b10da804d
FT0004,MERGED50_deb1e4a82457e5fa,MERGED_ID50_3d17267ae550a5d1a7dc,44,salt,1,0.7676595052083334,0.6679484049479166,0.7744954427083334,0.10654703776041674,0.94482421875,0.9814453125,0.03662109375,0.6951376555843974,0.1514223059928664,-0.543715349591531,4e6e900eea631692f0ce1c938a960183673d05b2beeb749b48171298a52e1776,d76700ac29233d727a5c6274ada0848798285c104f47844e8a863ff146058021
FT0005,MERGED50_0bd41c0242a4c40a,MERGED_ID50_a14423040ffd03aa8719,42,salt,1,0.6373189290364584,0.6195306777954102,0.648529052734375,0.028998374938964844,0.6640625,0.80517578125,0.14111328125,0.690335724777074,0.6204652425243692,-0.06987048225270476,dee6cb5f9b2b24bb7dcd8b320917753c73872d58d1a414aa4e72302b5175cb15,fca6a477f6c7c73d2f6b068837f2cb127121f16c7ca64f40a84e5f22df0e60c9
FT0005,MERGED50_0bd41c0242a4c40a,MERGED_ID50_a14423040ffd03aa8719,43,salt,1,0.6373189290364584,0.5339028040568033,0.6529248555501302,0.1190220514933269,0.03460693359375,0.94580078125,0.91119384765625,1.1593071663157481,0.5390793463093423,-0.6202278200064059,125e5f3ca4894a45dad932e97990a9e87d1dd8a21333f242f31f70a7bf534f72,e66e298664f9d7bd963150504572852a1d07e13e7fb98667d7dbc8540b7130e5
FT0005,MERGED50_0bd41c0242a4c40a,MERGED_ID50_a14423040ffd03aa8719,44,salt,1,0.6373189290364584,0.6306813557942709,0.6430435180664062,0.01236216227213538,0.7255859375,0.88720703125,0.16162109375,0.6886187582417337,0.4891825961260524,-0.19943616211568127,e76e471daadc8817b3dce7ba6b6bacb5bc85dc8ceba0fbbbd13214c80ecff562,e87c931669c9185966bf8b8d84986bf6382847b9587049018f32137942a1f2a6
FT0006,MERGED50_aef1dac5f06c0667,MERGED_ID50_0af5176eb6eafc3ff326,42,cold,1,0.84197998046875,0.7553253173828125,0.8240458170572916,0.06872049967447913,0.99951171875,0.998046875,-0.00146484375,0.3201697557750696,0.072852790760803,-0.24731696501426662,556ead06e7c2726e5dd77e2492774f86fe3344257bf6a372a43f43f907ac20a7,d64327b5045dcd8d58b97e0bbc0d573f1a82f1c7edce02349ce664d8376f9f5c
FT0006,MERGED50_aef1dac5f06c0667,MERGED_ID50_0af5176eb6eafc3ff326,43,cold,1,0.84197998046875,0.7651723225911459,0.8508707682291666,0.08569844563802076,0.99853515625,0.99853515625,0.0,0.26944517233104776,0.28457291915422334,0.01512774682317558,29a08f1cccd92c9bf0373dfa5de0e2a97f983ace8fe8f97d50df2017b0d97a5c,3ae7698a7e710ec8259301e7ed6139afb55b82d8442460e53f3ea86db7e44fa0
FT0006,MERGED50_aef1dac5f06c0667,MERGED_ID50_0af5176eb6eafc3ff326,44,cold,1,0.84197998046875,0.7907371520996094,0.8568929036458334,0.066155751546224,0.9990234375,0.99755859375,-0.00146484375,0.1683732295987649,0.29614451534332636,0.12777128574456145,18b315d749fa7c92bee289d11f74e069070908a5be7fa7045f0d469ba6e0a88a,86061fb28727d65ce9b0ab5c8d23a0d875a75b843b4daa1c539a175f167fc979
FT0007,MERGED50_ce55604d3b95484e,MERGED_ID50_e20c00552d6fb6cefcb8,42,desiccation,1,0.5231526692708334,0.5517632166544596,0.5757484436035156,0.023985226949056027,0.9765625,0.80712890625,-0.16943359375,0.9056436009925113,0.9273196671624432,0.021676066169931896,6bee3b749c4e3544e864d158c824ff568025ce395eb2b192bb8b940165b35546,3e712c5ebd5d06c1447c67e009b95a157f919ec09bf724e06ac26d87080f0c60
FT0007,MERGED50_ce55604d3b95484e,MERGED_ID50_e20c00552d6fb6cefcb8,43,desiccation,1,0.5231526692708334,0.6306794484456381,0.5125236511230469,-0.11815579732259118,0.88037109375,0.927734375,0.04736328125,0.976348132633482,0.9916699206827075,0.015321788049225571,b6feda105c92f291502f1ab7be51cc3732bd0daf0dee7f4e4664e36d9ac19522,fb3480cc168bef86ddf62a54ec83700bc9dfc310d612c8dc00aed6c381e59002
FT0007,MERGED50_ce55604d3b95484e,MERGED_ID50_e20c00552d6fb6cefcb8,44,desiccation,1,0.5231526692708334,0.5912787119547526,0.523681640625,-0.06759707132975257,0.98583984375,0.4970703125,-0.48876953125,0.8678659433115808,1.0079297285874953,0.14006378527591445,70e3981f1ebe9a8f62033877afae26c33da1b33dcaca95d354e9f865c7f58e2f,8b7a7b5218fef730f116362acd2ade360a7cbb506f9a2833e254fbf09bea4c74
FT0008,MERGED50_2116e03215d57bf1,MERGED_ID50_676089a3e86850e19edb,42,oxidative,1,0.5626475016276041,0.4731246630350749,0.4698905944824219,-0.0032340685526530133,0.248046875,0.249267578125,0.001220703125,0.7472667506008007,0.7539065741580924,0.006639823557291646,4f2c67b8fef9cd3c98cb5884287b79af4773af934e86f96b686f6571a2525eaa,5513230c3e87249495f7c656fa5319ea54839dc1fa9239aff0cbeef2fe8fa2fd
FT0008,MERGED50_2116e03215d57bf1,MERGED_ID50_676089a3e86850e19edb,43,oxidative,1,0.5626475016276041,0.4693590799967448,0.47489627202351886,0.0055371920267740515,0.28955078125,0.2239990234375,-0.0655517578125,0.7798872070934451,0.7315720915798233,-0.048315115513621776,5fea26264685c15623dd98a4d8c796970b900db8fd97a94ea476ec9d30e2385b,90aeac7e6c929df763845f92a600a00988a167cc57b7c74c43dfaea4d138ba36
FT0008,MERGED50_2116e03215d57bf1,MERGED_ID50_676089a3e86850e19edb,44,oxidative,1,0.5626475016276041,0.4530779520670573,0.46001116434733075,0.0069332122802734375,0.281005859375,0.250244140625,-0.03076171875,0.7849028573818345,0.7757766893762907,-0.009126168005543778,4e8afb0995df5291709671d773bbfefe3159902fb9079ebfe03444242ff941e4,9c7fc8983113db602e8eece98c743750cea1762a283339ceb34fc8a03e6835a0
FT0009,MERGED50_f35efb7d3b9e8a4f,MERGED_ID50_205a64a6a8f231bf4771,42,desiccation,1,0.4749501546223958,0.5618292490641276,0.46823374430338544,-0.09359550476074213,0.970703125,0.994140625,0.0234375,1.5821463637255708,1.355893669409755,-0.22625269431581585,712a0b5909bb976100101b9a64c375b1fe06d4b43a6051ece19cbe17aa014292,1a8663ceeee1887e5fc6cc628464627b82b189649cb343753ad55d831acdb903
FT0009,MERGED50_f35efb7d3b9e8a4f,MERGED_ID50_205a64a6a8f231bf4771,43,desiccation,1,0.4749501546223958,0.6611328125,0.5039800008138021,-0.15715281168619788,0.99951171875,0.99951171875,0.0,1.4617447818785825,1.3326371160447263,-0.12910766583385613,6ba4e84b4ad0f5dfddc49f969602bf26cfc14b2170df37c49108025858ce6723,5f4ac87f0e8ef3670de6c53d7f0b4df8d4639522b87aab37ef2ea82bf9f2bc74
FT0009,MERGED50_f35efb7d3b9e8a4f,MERGED_ID50_205a64a6a8f231bf4771,44,desiccation,1,0.4749501546223958,0.4873301188151042,0.6757303873697916,0.18840026855468744,1.0,0.98095703125,-0.01904296875,1.3138480224901479,1.6200790484137377,0.30623102592358986,9e41507b8e32364096268a72c84c476705b33a76d349c04c1ec7582127fb28e0,15fc3b7c2712a53f236660688ea1d1fb57bdb4803ccb071a7de334bd1a4a3de2
FT0010,MERGED50_35e3cef7063f9cb6,MERGED_ID50_28080df1bb6a6b74cb58,42,cold,1,0.7927652994791666,0.6245524088541666,0.694091796875,0.06953938802083337,0.994140625,0.97265625,-0.021484375,0.5092075845080112,0.7853776230623313,0.2761700385543201,d72fcc6cb7b52a826cf9add82800da99646be05598b7817c70126f198085081d,0d648b8dc45e78e068281cc52312d6a6b02c3814a247f8760940175629268f48
FT0010,MERGED50_35e3cef7063f9cb6,MERGED_ID50_28080df1bb6a6b74cb58,43,cold,1,0.7927652994791666,0.5781351725260416,0.7707112630208334,0.19257609049479174,0.99755859375,0.97802734375,-0.01953125,0.7766442937968635,0.736410121247889,-0.040234172548974545,7db61ff00fbf393bf4a48f73c220d6009f28821e9cd1172dadaba70520804443,bc8f04fcf5bce4c20a013ae1276b698108d4d48591fa1d200188f9ceca5967cf
FT0010,MERGED50_35e3cef7063f9cb6,MERGED_ID50_28080df1bb6a6b74cb58,44,cold,1,0.7927652994791666,0.5915730794270834,0.8056640625,0.21409098307291663,0.9970703125,0.99658203125,-0.00048828125,0.6320331271677704,0.6017543437279578,-0.030278783439812607,39560e581325d39b2ad3d8e518ce96eaf9293cff0a862c8fb39d6a5f250d0555,34ee46e6ab079c07b17ac0bece9c99684610181aaceed6252a0cca629c702520
FT0011,MERGED50_cf33e7153b46f5eb,MERGED_ID50_39b929b1beac36e97e63,42,cold,1,0.8682047526041666,0.7979736328125,0.83941650390625,0.04144287109375,0.9990234375,0.99951171875,0.00048828125,0.2529009357149998,0.18008317092147957,-0.0728177647935202,71c54fe6c509d49dca70cfebeb0b4a7c579efb3cc56f97d7aaf61fab1d2123d2,44187b31c05517da20afb3a774d45435ba6715e98432f5c5ab7863eeec56b8a3
FT0011,MERGED50_cf33e7153b46f5eb,MERGED_ID50_39b929b1beac36e97e63,43,cold,1,0.8682047526041666,0.7865702311197916,0.83734130859375,0.05077107747395837,0.99951171875,0.99951171875,0.0,0.297908996297666,0.17813839945671472,-0.11977059684095126,aefadc088beb6cffd15671a1b414eff9d8b6ac80833a15fa442a81c7a9b71423,26a5d3acb848bb0eba6b246aedeac92fed82ac81cb5d7747e59daee55870ae26
FT0011,MERGED50_cf33e7153b46f5eb,MERGED_ID50_39b929b1beac36e97e63,44,cold,1,0.8682047526041666,0.71636962890625,0.8306172688802084,0.11424763997395837,1.0,0.99951171875,-0.00048828125,0.5828226968113585,0.24276615816283545,-0.34005653864852303,4f4ec54f98c76660b1bb03746d793f389e318f20437d979fbad931ed365c2279,e83ee4b0d26ec4f7c2e46e7d3a12f987cb487292eb12c0e3a298699d3954a1e0
FT0012,MERGED50_fe7db7c41be5c922,MERGED_ID50_feceec3597be1e1eacc1,42,desiccation;oxidative,2,0.89453125,0.7753092447916666,0.5682779947916666,-0.20703125,0.80712890625,0.6846923828125,-0.1224365234375,0.6550079581090272,1.1490611245087707,0.4940531663997435,60d91920d532c883966b4b8b46556e4094f204e81de4885217d9379c056bb410,56719d85455fc06e0d85a298d3cb0013b361ca4c814eb688fab02e29678f458c
FT0012,MERGED50_fe7db7c41be5c922,MERGED_ID50_feceec3597be1e1eacc1,43,desiccation;oxidative,2,0.89453125,0.8765869140625,0.5688527425130209,-0.30773417154947913,0.921875,0.802734375,-0.119140625,0.19244801921781526,1.2734789786721477,1.0810309594543324,4dab690493a4995d54e02157c581be35d254b453dd660cf800e5412826783fa8,00e176cf845d5fa33cc3b5e8a1e16476344eae1f51f6940172b2fea168183f8a
FT0012,MERGED50_fe7db7c41be5c922,MERGED_ID50_feceec3597be1e1eacc1,44,desiccation;oxidative,2,0.89453125,0.7664388020833334,0.9573567708333334,0.19091796875,0.774169921875,0.972412109375,0.1982421875,0.6463043792099334,0.29656484363783514,-0.3497395355720983,498b98bea2daa6d9bb2cc0a260617bdc5210fcbd013c7ce6c88db068e0296840,b13189c2ec07be3346776be7b19a1a6987d06b89f609917ba3eff586ed86ffb7
FT0013,MERGED50_2468808f1decdd53,MERGED_ID50_fd474f2da7c916960fbc,42,desiccation,1,0.7123209635416666,0.575537363688151,0.6496480305989584,0.07411066691080737,0.9287109375,0.9384765625,0.009765625,0.9163833027489111,0.786670593276586,-0.12971270947232516,7ee003d257433cf5c4a0bc20b0852fb5f1b612ee76e099660a22e116d94a1884,7be93f181078725d1504b2c94e1b77e0eaed9f3f68110cb563451ede1cb45f4d
FT0013,MERGED50_2468808f1decdd53,MERGED_ID50_fd474f2da7c916960fbc,43,desiccation,1,0.7123209635416666,0.6158014933268229,0.5488077799479166,-0.06699371337890625,0.94580078125,0.95849609375,0.0126953125,0.8869056737018344,0.8424934019203926,-0.0444122717814418,f60fb5ef75973d08ed49cd989deaa0c128b60c06e49cfd6f49cb47eba6773698,95a4dd6be14c622388333c6daa99c20c6d4ba9d4e361afe9c4551d12d3263366
FT0013,MERGED50_2468808f1decdd53,MERGED_ID50_fd474f2da7c916960fbc,44,desiccation,1,0.7123209635416666,0.4948253631591797,0.4710235595703125,-0.023801803588867188,0.9794921875,0.9853515625,0.005859375,1.0603218078064318,1.004617382115992,-0.05570442569043976,3f95c19ed8f84aef86b342db5b8094d5e971b4778ac1b536f80a58a95313bc09,c595d0ce954179976c373dbff27bc63eedb7acf713845ec7a9463f8a529e576c
FT0014,MERGED50_f6150923943d4619,MERGED_ID50_2aa7d58e9db21b76c380,42,oxidative,1,0.8539632161458334,0.6189371744791666,0.5901997884114584,-0.02873738606770826,0.315185546875,0.02752685546875,-0.28765869140625,1.0657908581841828,1.3981501441219952,0.3323592859378124,6cb697d4bc6229f4373b1e11d97a5514c4c574d4b8b7789922eec86ef30e9a21,b3221cb562ce97ebe2f8de6e300030e6960a137b38b2ca433d4d7e9ed23217dc
FT0014,MERGED50_f6150923943d4619,MERGED_ID50_2aa7d58e9db21b76c380,43,oxidative,1,0.8539632161458334,0.6203409830729166,0.8421223958333334,0.22178141276041674,0.4267578125,0.83447265625,0.40771484375,1.2594323774665872,0.5584642486911697,-0.7009681287754175,e9c57efa886ab3e28920a8deaba1463e31250d5a406e1711f3e15d4f05286442,434c5bc51aa46f7b947c819da527214b7e1bfdfecbe273f5f26c5fc4e0ae1cb8
FT0014,MERGED50_f6150923943d4619,MERGED_ID50_2aa7d58e9db21b76c380,44,oxidative,1,0.8539632161458334,0.59210205078125,0.7434488932291666,0.15134684244791663,0.45556640625,0.748046875,0.29248046875,1.229573611471268,0.9753501385653142,-0.25422347290595393,4ac94de2e3b6f26029d1e2cd22e1fc706c336b521de2bfcffb1251bda874acca,7e32f55de7da7699fca04b37b4df87bf3b1e969ac8c90d001588f8b081e1db3c
FT0015,MERGED50_a2c48fd292cce6e3,MERGED_ID50_2a59c6ee5ad2f08fbb2b,42,desiccation,1,0.7105712890625,0.5619684855143229,0.7358805338541666,0.17391204833984375,0.94970703125,0.755859375,-0.19384765625,1.040191145532079,0.35184077799438257,-0.6883503675376963,8b00d1478cca1cf064cf26f744ea321ddd7502d9b61e2db8c4f096389e8b85b7,b91b7b072121256e6bb52bf4418934c397fc5fd4e902d89ef4cf776a749e0ae1
FT0015,MERGED50_a2c48fd292cce6e3,MERGED_ID50_2a59c6ee5ad2f08fbb2b,43,desiccation,1,0.7105712890625,0.58160400390625,0.6454366048177084,0.06383260091145837,0.89111328125,0.87353515625,-0.017578125,0.923699505100797,0.42099932901851117,-0.5027001760822858,c8ec8f80d0bcaa89521a6ebb3309711c538184184485f2d2edbbf496cb247e3b,4e2f33b20ea6c90da88e1fe373d3f56921138c6f32098c4e8327957e7b09f154
FT0015,MERGED50_a2c48fd292cce6e3,MERGED_ID50_2a59c6ee5ad2f08fbb2b,44,desiccation,1,0.7105712890625,0.5870590209960938,0.6407356262207031,0.053676605224609375,0.9521484375,0.95458984375,0.00244140625,0.9357225497294557,0.5062045435513973,-0.42951800617805835,75879b08fedff60776bcfe863631f4b3142d611fdd5236ec05bff03be820fd3b,955c0831a5a5ee89feac3f216a5a3e39d59c0c847da3208cfea7cabf2d1f7167
FT0016,MERGED50_434c3d69c19b0472,MERGED_ID50_087c55a4048a7eb04d57,42,cold,1,0.9707845052083334,0.7192586263020834,0.8361409505208334,0.11688232421875,0.99951171875,1.0,0.00048828125,0.9472475109138113,0.6163941608205604,-0.3308533500932509,cfdfcb7d16fbeb0bb4ace94e87ef4e3a3f3c168531a71f41eac2a910e809fabf,4778fb44196da67b9d78e6a98cfce7e3511a4d96cf0bf6131125ffab0dbecf41
FT0016,MERGED50_434c3d69c19b0472,MERGED_ID50_087c55a4048a7eb04d57,43,cold,1,0.9707845052083334,0.6892903645833334,0.8513997395833334,0.162109375,0.99951171875,0.9990234375,-0.00048828125,1.0303657092677823,0.42147497355782737,-0.6088907357099549,6d2a9676fc11cfdf97be204002bbc4c6356e909e0107cbc3a0d6807da207eeb5,2340e789c359f31e39685cdce05fe715bb6aa7f054fb061aca3e79100c37af63
FT0016,MERGED50_434c3d69c19b0472,MERGED_ID50_087c55a4048a7eb04d57,44,cold,1,0.9707845052083334,0.7515462239583334,0.78045654296875,0.02891031901041663,0.99951171875,0.99951171875,0.0,0.8229420975888199,0.7717853297144172,-0.05115676787440271,9b6805d256d29886a721f32f27683b28da6c2c8401ebadcc61c0fab52493cc6e,9231302c1d4e197837e911a8db4497ba2cf46b863b1adb7f70836a2dcd55dfe3
FT0017,MERGED50_9c4c8be4976aea96,MERGED_ID50_83cdaad432cf683e887e,42,cold,1,0.8425699869791666,0.551263173421224,0.6580403645833334,0.10677719116210938,0.038818359375,0.9970703125,0.958251953125,1.5329599289550215,0.8040834770920721,-0.7288764518629495,18feaa29aad887e4971efd1e5bba6e2969f7a43f51acbffb04b87801f75772ba,3255a2297e085bc767647b7c62225a74c606a3f364afab6b8cce7d34f88f5ff3
FT0017,MERGED50_9c4c8be4976aea96,MERGED_ID50_83cdaad432cf683e887e,43,cold,1,0.8425699869791666,0.6124725341796875,0.62738037109375,0.0149078369140625,0.1630859375,0.99853515625,0.83544921875,1.4354078579108351,0.8358104377509482,-0.5995974201598869,95e1f0c91916bc0d0d022208b97e661a08851a0118bbf85d5b82bf611b5f48ee,6e99b11e4076ebf7b88c3d670410f21235e94b60ea56275a565326126842f530
FT0017,MERGED50_9c4c8be4976aea96,MERGED_ID50_83cdaad432cf683e887e,44,cold,1,0.8425699869791666,0.6685994466145834,0.65179443359375,-0.01680501302083337,0.99365234375,0.99755859375,0.00390625,0.6877449314599032,0.6929600492531138,0.0052151177932106,105c2cc8dd7969fe8abbce28b733e714c76859bd935c363b3fee92f138765ad3,cae321bbd4a3ba46ded604877cf7f320a39536407ce64d93d9004c2904b3cc90
FT0018,MERGED50_b19079fe558c3e1f,MERGED_ID50_c982c207a1a618229e70,42,desiccation,1,0.6756591796875,0.6191304524739584,0.6705525716145834,0.051422119140625,0.607421875,0.88916015625,0.28173828125,0.9482066032890872,0.6890507136956628,-0.2591558895934244,d8de03e60f120b5e9c1cd16f23fccaf63dcbf09003fcb39e306d0fa29553635e,16479db2d28b3e07631b46d0d99b02dea02b93e067085ee19226bf6533564ec2
FT0018,MERGED50_b19079fe558c3e1f,MERGED_ID50_c982c207a1a618229e70,43,desiccation,1,0.6756591796875,0.5364977518717448,0.5723787943522135,0.03588104248046875,0.96337890625,0.9951171875,0.03173828125,0.802619715935608,0.6051715206349753,-0.19744819530063273,df8cc6cc34a608bcfd9c048db523dfa7c2c95119492bea0fbb282158de7ef7ae,0d7de78dcfeffe1774853ebaab79b5814d581ea9af60d761caa4023ebc9988c4
FT0018,MERGED50_b19079fe558c3e1f,MERGED_ID50_c982c207a1a618229e70,44,desiccation,1,0.6756591796875,0.6346893310546875,0.667724609375,0.0330352783203125,0.69140625,0.97607421875,0.28466796875,0.8425287314683625,0.7773764521942094,-0.06515227927415312,855fe44ead0c9e0dd59ac767466ed879bec34994a8327d78742eaf127c8a46b5,286d3b1f3ffaf61eee5fd80b62ea4c590702a07265a82c99214c69bccc6cba0b
FT0019,MERGED50_9ec6c71962fd9e1f,MERGED_ID50_ed5c4c75018beaa0c123,42,radiation,1,0.8512369791666666,0.581573486328125,0.6001993815104166,0.01862589518229163,0.9951171875,0.99853515625,0.00341796875,1.1044988134507514,0.9630366479673046,-0.1414621654834468,fb7ed1e60a1d66d823396e337ba1078376647c151edefa077e6ff7f44d4e832b,21c5c943bca1c13f7937583b884c25c156e7c93b519fbb365dcfa61cacd08d9d
FT0019,MERGED50_9ec6c71962fd9e1f,MERGED_ID50_ed5c4c75018beaa0c123,43,radiation,1,0.8512369791666666,0.6521708170572916,0.775604248046875,0.12343343098958337,0.99169921875,0.9990234375,0.00732421875,0.96284169233306,0.371911247674679,-0.5909304446583811,9d2670a4167a319d8985c55130b7e6d2bede1d5adcab27b05a57fd2cffd3686d,d03eb3349e446fed0c31d03c02731e3d061d7de59699e6edd0d87536e4ea61e1
FT0019,MERGED50_9ec6c71962fd9e1f,MERGED_ID50_ed5c4c75018beaa0c123,44,radiation,1,0.8512369791666666,0.561737060546875,0.668975830078125,0.10723876953125,0.98876953125,0.998046875,0.00927734375,1.2736487198813033,0.6932054832424401,-0.5804432366388632,2cac6742ae2c41849517af52335c176dca59c4872f5b559da0c16a77a9ca1970,31ccab82f5dd5e6745234562c92e8c0c67855efa7e051da540407bb88cd5acee
FT0020,MERGED50_260eb824044d7dcd,MERGED_ID50_5052527dc4e056a32cb0,42,salt,1,0.8206787109375,0.6915690104166666,0.672943115234375,-0.01862589518229163,0.94287109375,0.92431640625,-0.0185546875,0.5132317343507549,0.5818839974993307,0.06865226314857586,c7290bd56341bc5751a05b0ed5da28ede51c87cf74f2cb2200c5794647559acc,9667b16d443311d1844d0cc103808e5dde073f3e7db235299f1988d5a7722c91
FT0020,MERGED50_260eb824044d7dcd,MERGED_ID50_5052527dc4e056a32cb0,43,salt,1,0.8206787109375,0.5217874844868978,0.5350545247395834,0.013267040252685547,0.131103515625,0.615234375,0.484130859375,1.358722059598405,0.9551384795607768,-0.4035835800376283,9acc16b967cd4e1a1ab1647bc3c7f0a98dace28f8c5a9e671d564983a902c8fb,ea435325f6801afdd03776e230fead2a20df530f26a01a78edac60024da1a046
FT0020,MERGED50_260eb824044d7dcd,MERGED_ID50_5052527dc4e056a32cb0,44,salt,1,0.8206787109375,0.5180931091308594,0.46721649169921875,-0.050876617431640625,0.06817626953125,0.10107421875,0.03289794921875,1.3668248549029276,1.2829959629039793,-0.08382889199894827,6981fd8514cc338968d33962736ce535b3e41eb35bc3e15f381e02b8a3296e4c,9ce18217f431a508d32d3b258b37f0c9a400bb970d9f5f1ef1bc50188f65a05b
FT0021,MERGED50_ea91ab1a888141a0,MERGED_ID50_43303a6dc59a4fcd6497,42,cold,1,0.8183520634969076,0.724609375,0.8085123697916666,0.08390299479166663,0.78076171875,0.9990234375,0.21826171875,0.6508485718792051,0.40671470553889894,-0.24413386634030615,b2d1d677c69c4c3b6a4bbb1c494edb303b6c9891c1b96a40a63ab746378a1e5a,5af9abb8e1a7d63278cecbdff3f988a3ad86876b80437bd6759b6b890d210940
